kod,teur,X_Lamas,Y_Lamas
72569,,228072.5,724169.19
72570,,226950.41,724172.31
72571,,227558.59,724173.12
72572,,226334.7,724187.81
72573,,228106.5,724195.12
72574,,226659.5,724200.19
72575,,227486.2,724211
72577,,229175.0274,724217.3913
72578,,226615.5,724218.38
72579,,226257.8,724225.12
72580,,228024.8139,724227.3137
72582,,228894.8136,724231.5049
72583,,228952.5,724232.81
72584,,227687.09,724232.88
72585,,227498.7,724234.62
72587,,227806.2,724252.31
72588,,226205.9276,724254.1962
72589,,226375.09,724263.31
72590,,226708.7,724270.19
72593,,227009.7,724281.69
72594,,227437.9846,724287.2443
72596,,228010.6148,724300.4598
72597,,227729.7,724301.88
72600,,229689.383,724305.2597
72601,,226638.7,724308.19
72602,,227162.09,724310.62
72604,,226409.09,724327.5
72605,,226315.0217,724331.3747
72606,,226591.59,724333.62
72607,,229758.6732,724335.2304
72609,,227654.3,724343.81
72611,,229039.0661,724350.8878
72613,,227888.3615,724362.875
72614,,226532.0431,724364.7556
72615,,226333.41,724365.5
72616,,226852.59,724366.38
72617,,227055.8,724368.19
72618,,228371.7393,724369.2432
72619,,226499.3182,724371.9562
72620,,227363.1562,724375.0312
72622,,229237.8163,724375.7236
72624,,226343.7178,724385.1905
72625,,226811.5,724388.62
72626,,227565.41,724394.38
72627,,226450.5698,724397.2883
72628,,226784,724403.5
72629,,229033.0351,724413.0722
72630,,226753.603,724419.9777
72632,,227488.91,724438.12
72633,,229502.6786,724440.8368
72634,,226373.4764,724440.8554
72635,,226707.5,724445.12
72636,,229143.4598,724449.8121
72637,,229573.4513,724458.5264
72638,,228507.0642,724461.6533
72639,,227027.1098,724463.5976
72641,,226661.91,724469.88
72642,,227857.9825,724488.8944
72643,,228499.8733,724490.047
72644,,226604.5,724497.38
72645,,229130.56,724509.7452
72646,,229850.4033,724519.8974
72647,,227606.7998,724520.9366
72648,,227809.7292,724522.0001
72649,,226921.9022,724523.2392
72650,,231295.3,724542.88
72651,,227898.3631,724545.1149
72652,,228140.12,724549.6314
72653,,227754.5592,724550.6439
72654,,226866.836,724551.7777
72658,,229623.4809,724568.3909
72660,,229814.0001,724573.0519
72661,,227698.1159,724583.5843
72662,,228111.7476,724584.1812
72663,,231166.3,724608.12
72664,,227304.3,724616.88
72665,,229779.1885,724618.0003
72666,,227633.456,724620.4496
72667,,227583.7804,724648.2821
72668,,226918.59,724653.88
72669,,228053.1249,724666.2599
72670,,231261.91,724669.81
72671,,227528.503,724674.9595
72672,,231019.0768,724692.1481
72673,,226593.0267,724695.8813
72674,,228012.5429,724714.4374
72675,,228118.7417,724714.9434
72676,,229068.632,724730.1798
72677,,230921,724768.19
72678,,228051.0472,724770.3089
72679,,229465.41,724788.62
72680,,229040.5941,724794.0724
72681,,226647.9755,724797.4868
72682,,227963.2275,724802.1053
72683,,229542.6579,724815.6331
72684,,229118.4658,724831.0825
72685,,227872.7398,724832.5324
72687,,230828.2,724838.38
72688,,231227.8996,724847.1678
72689,,231050.7,724847.69
72690,,231091.7779,724850.7992
72691,,227785.2949,724862.1658
72692,,228117.1208,724868.0104
72693,,227542.7045,724879.2112
72694,,227233.0631,724882.1422
72695,,227704.1338,724888.6903
72696,,227626.1477,724917.0008
72698,,227093.6138,724934.6056
72699,,228035.9881,724940.218
72700,,227547.5001,724947.1634
72701,,230737.09,724948.69
72702,,227180.5468,724962.0276
72703,,229403.3,724967.88
72706,,227270.891,724996.35
72708,,227945.765,725004.2473
72709,,231002.8843,725004.9259
72711,,231672.8131,725026.4519
72712,,227549.8814,725039.1724
72713,,231506.09,725044.69
72716,,227847.7017,725055.3552
72718,,230706.6539,725078.9605
72720,,227748.8484,725087.3267
72721,,231205,725099.62
72722,,227657.8977,725106.1783
72723,,227558.6832,725111.5369
72724,,231961.7627,725120.4961
72725,,227038.2278,725130.9477
72726,,231617.91,725147.5
72727,,231626.2,725157.81
72728,,227145.652,725161.9085
72729,,231015.7,725170.31
72730,,231803,725173.88
72731,,231193.7579,725178.4092
72733,,227225.1599,725184.5661
72735,,230873.91,725197.38
72738,,231013.8311,725219.7005
72739,,231240.7539,725227.7169
72740,,231177.2529,725228.2784
72741,,231709.2,725231
72743,,231169.6852,725251.2118
72744,,231047,725253.62
72745,,231452.91,725268.19
72746,,231624.8124,725280.4717
72747,,231422.7,725291.81
72748,,231319.5943,725296.7566
72749,,231281.6047,725325.8978
72751,,230659.2868,725338.1145
72752,,231441.7607,725359.0932
72753,,231350.41,725360.12
72754,,230848.0257,725399.7011
72756,,230970.8191,725429.4204
72758,,231383.0778,725484.3904
72759,,231244.3073,725486.1094
72760,,231349.1846,725493.4392
72761,,231314.3573,725493.88
72762,,231391.0636,725502.5289
72764,,231088.2424,725510.4928
72765,,230733.09,725511
72766,,230794.8,725554.19
72767,,230648.3,725566.12
72768,,230636.59,725582.88
72769,,230771.2,725605.62
72770,,230746.5,725612.62
72771,,230933.91,725614.5
72772,,230571.6358,725616.9295
72773,,229737.9313,725627.7762
72774,,231070.41,725666
72775,,230752.8554,725670.0351
72776,,230774.4639,725674.2312
72777,,230825,725694.69
72778,,231063.8718,725696.2275
72779,,230759.3,725697.19
72780,,230932.59,725731.81
72781,,231104.7309,725759.6134
72787,,230984.8,725793.19
72788,,230822.59,725804.62
72789,,230725.91,725864.88
72790,,230271.8594,725950.3464
72791,,230477.91,725984.38
72792,,195066.41,725998.88
72793,,230837.59,726002.62
72794,,195007,726003.38
72795,,230476,726038.12
72797,,228166.91,726062.19
72798,,195289.59,726088.12
72799,,230500.2293,726088.9613
72802,,230407.41,726098.19
72803,,195071.59,726100.38
72804,,195011.7,726103.88
72805,,230303.7,726107.19
72806,,194942.5,726109
72807,,230483.8326,726115.7874
72810,,230434.2,726163.38
72811,,230242.8,726174.62
72812,,228189.09,726187.19
72814,,230232.91,726190.19
72815,,195016.09,726204.81
72816,,230738,726206.62
72817,,230886.59,726239.38
72818,,230714.7,726246.5
72819,,230507.6926,726257.5235
72820,,227972.59,726257.62
72821,,230478.91,726259.19
72822,,228160.8545,726288.501
72823,,231492.09,726296.19
72824,,230239.0802,726303.5706
72825,,231350.1325,726310.2832
72827,,228395.0478,726329.2395
72828,,231186.5198,726356.0393
72829,,231371.9604,726358.0973
72830,,230716.3,726361.62
72831,,231649.5,726363.62
72832,,230116.91,726374.12
72833,,228387.2873,726375.7943
72834,,230269.2,726381.69
72835,,230742.7,726391.31
72836,,195727.1125,726397.81
72837,,231392.3971,726403.6745
72839,,229947,726436
72840,,230257.821,726436.9911
72841,,230869.3,726444.81
72842,,230438.8,726445.12
72843,,231585.8515,726451.5381
72844,,229960.41,726461.62
72845,,231658.5,726471.19
72846,,229981.3,726498.81
72847,,231056.2889,726503.5633
72848,,230449.7,726507.81
72849,,230992.702,726510.8252
72850,,231556.2,726511
72851,,230553.8,726515.19
72852,,229989.7118,726517.0581
72853,,230627.59,726541.81
72854,,230774.5,726545.69
72855,,231283.7,726546.62
72856,,230012.8,726556.88
72857,,230686.59,726562
72858,,230030.3,726577.62
72859,,231287.6538,726582.3975
72860,,231527.0664,726582.9766
72861,,231067.41,726584.31
72862,,230057.5,726599.62
72863,,230969.91,726603.19
72864,,231666.41,726609.19
72865,,195735.59,726610.62
72866,,229802.0912,726611.9406
72867,,230893,726614.88
72868,,230100.09,726618.19
72869,,231288.8583,726618.227
72870,,231433.913,726625.4423
72871,,230159.7,726626.19
72872,,230343.7,726638.19
72873,,231517.59,726638.88
72874,,231286.131,726650.8172
72875,,230723.3,726651.62
72876,,230897.5,726652.12
72877,,231078.41,726655.31
72878,,230023.5,726660.88
72879,,231283.2735,726680.9798
72880,,230902.7,726685.88
72881,,231412.3964,726685.9948
72882,,231458.09,726696.31
72883,,230676.5,726699
72884,,231280.3102,726704.369
72885,,231522.5589,726709.2474
72886,,230604,726719.62
72887,,231087.2,726727.31
72888,,231275.336,726731.8857
72890,,230916.41,726743.38
72891,,230637.5,726751.81
72892,,231270.329,726753.3306
72893,,193983.41,726761.38
72894,,231267.0406,726766.5871
72896,,193963.09,726771.12
72897,,231535.2321,726778.7844
72899,,208980.4854,726783.5921
72900,,231097.3899,726783.8953
72902,,193919.5,726793.81
72903,,194025.7,726797.62
72904,,231882.6376,726798.2978
72906,,231260.8957,726802.8351
72907,,230257.91,726806.81
72908,,230935.91,726808
72909,,230612.1018,726810.0222
72910,,230609.5,726820
72911,,193831.2,726822
72913,,231255.332,726837.3536
72914,,231536.8,726839.12
72916,,231676,726843.88
72917,,231254.0165,726853.1722
72919,,231416.0483,726854.2588
72920,,194025.2424,726858.3215
72921,,231117.7,726859.62
72922,,230143.7,726859.81
72923,,230959.5,726867.5
72925,,230964.41,726876.81
72927,,230589.2967,726892.8761
72928,,231130.3621,726900.4936
72929,,230666.2,726905.12
72930,,231265.8,726905.19
72931,,230014.3259,726917.8931
72932,,230987.4216,726922.7102
72934,,208308.7,726924.81
72936,,208511.09,726938.31
72937,,208291.9126,726944.0701
72938,,229954.53,726946.0712
72939,,230373.7,726946.19
72942,,230639.5802,726961.4508
72943,,231005.0135,726970.2671
72944,,194025.59,726971.19
72946,,207470.7013,726974.4241
72947,,208274.1805,726974.5269
72948,,230989.021,726982.3962
72950,,208310.6518,726987.1828
72951,,207532.0371,726993.8749
72952,,230234,726994.31
72953,,208409.6843,726994.8848
72954,,207237.3282,726998.8386
72956,,230343.7,727001.38
72960,,229769.9004,727009.7754
72961,,230548.4251,727010.3081
72962,,194036.59,727022.38
72965,,231985.09,727039.38
72968,,207414.1862,727045.3326
72969,,208419.8985,727047.5079
72970,,229931.167,727049.6521
72972,,230314.09,727054.69
72973,,207311.1043,727064.5943
72974,,230199.09,727079.81
72975,,208965.3381,727082.4933
72976,,208892.91,727083.19
72977,,230378.8,727085.88
72979,,194109.829,727089.2794
72981,,208821.3,727092.69
72984,,241988.6362,727118.3929
72987,,208833.7,727141.38
72988,,230351.5,727143.81
72990,,207888.8393,727156.7111
72993,,230248.3,727187.81
72994,,207932.2928,727187.8967
72995,,242077.0533,727189.8892
72998,,208203.524,727212.7919
73003,,208147.8848,727254.2096
73011,,232051.91,727352.69
73012,,208134.5774,727352.7441
73013,,231973.09,727353.69
73014,,232129.09,727359.12
73015,,231893.09,727369.19
73016,,232213.2,727376.12
73017,,231847.8473,727384.147
73018,,207939.5884,727400.7093
73019,,208157.0377,727438.4736
73020,,231793.5,727468
73022,,232342.2448,727494.4579
73024,,208198.7096,727505.9425
73025,,232269.09,727525.38
73026,,231790.59,727538.19
73030,,232205.59,727578.62
73032,,208182.3054,727593.1229
73035,,232234.3373,727608.4058
73036,,231788.2,727614.69
73038,,208402.2,727627.38
73039,,209247.2985,727630.3633
73042,,209314.3912,727633.9194
73044,,232140.7,727637.81
73047,,209385.41,727660.19
73051,,208559.7668,727679.7973
73053,,232056.0864,727701.2029
73054,,209174.0379,727702.1821
73055,,209451.2152,727702.4032
73056,,209184.8,727717.19
73057,,209151.8607,727717.3583
73059,,195820.7,727745.62
73061,,232166.7,727760.1901
73062,,209518.3546,727784.0448
73067,,208521.3432,727820.2814
73068,,218509.8,727838.81
73069,,232100.6799,727862.8426
73070,,218457.3,727869.38
73073,,209562.2061,727903.7906
73074,,208714.1119,727907.0893
73076,,209544.9128,727938.4017
73077,,195830.91,727948.31
73079,,231993.8071,727959.7226
73082,,231824.1595,727983.2699
73083,,218514.7,727984.62
73084,,231777.525,727986.9756
73086,,231712.44,727993.0333
73087,,217829.41,727996.62
73088,,217783,727996.88
73089,,231630.1115,728000.4988
73090,,218224.91,728006.19
73091,,231548.6187,728008.0554
73092,,211180.59,728016.38
73093,,231937.5435,728019.9051
73095,,208666.8038,728029.1429
73096,,209547.5939,728041.3905
73098,,209718.5422,728047.1449
73099,,231841.2891,728054.5004
73104,,209013.2,728090.81
73105,,211328.8413,728094.3843
73107,,195840,728095.12
73108,,208642.413,728166.5047
73109,,208921.7,728184.12
73110,,209074.09,728191.62
73111,,210955.41,728216.88
73112,,195329.91,728220.12
73113,,208708.2,728238.38
73114,,209112.279,728241.442
73115,,195330.59,728244.81
73116,,211037.5,728259.31
73117,,208882.09,728262.81
73118,,208840.09,728264.62
73121,,195854.2,728321.88
73122,,195774.91,728322.5
73124,,211202.5958,728343.5594
73125,,209175.3,728365
73126,,209019.5,728368.62
73127,,211367.7,728394.12
73128,,209182.41,728423
73129,,209512.0973,728428.1096
73130,,210910,728476.31
73131,,209762.3,728513.62
73132,,210865.1499,728524.6795
73133,,209588.2,728526.62
73135,,209402.7,728527.38
73136,,211044.41,728582.12
73137,,209397.7,728595.12
73138,,211032.0444,728609.3695
73139,,210994.229,728611.3823
73140,,209578.7249,728628.4433
73141,,211075.3832,728628.5783
73142,,209677.4676,728646.8584
73143,,210352.942,728673.9819
73144,,210860,728678.38
73145,,210324.4581,728682.8941
73146,,210883.59,728690.88
73147,,210605.1963,728703.1919
73148,,209603.8,728727.38
73149,,209887.8,728740.38
73150,,211032.8,728763.62
73151,,209655,728766.69
73152,,209923.2,728785.31
73153,,210391.3596,728787.6471
73155,,228521.8,728809.62
73156,,228568.7,728829.62
73157,,196013.4694,728837.0129
73158,,209837.8,728847.81
73159,,210759.9757,728866.9915
73161,,239172.8822,728878.0519
73162,,239550.3074,728882.7976
73164,,239383.6926,728889.9999
73165,,210063.5499,728902.6455
73167,,210145.1064,728904.4969
73168,,209994.4653,728915.4011
73169,,239220.8602,728922.3033
73170,,239426.46,728923.1683
73171,,239288.2171,728926.4444
73172,,210720.59,728940.88
73173,,229196.8027,728943.2833
73174,,239326.9023,728949.6979
73175,,210970.9133,728958.3246
73176,,228298.0555,728959.264
73177,,239576,728961.38
73178,,228509.4849,728964.1524
73179,,239200.8053,728977.0697
73180,,210143.1605,728995.5067
73182,,210176.1682,728996.759
73183,,239386.9342,729001.8203
73184,,239201.688,729003.2572
73185,,239095.3,729008.81
73186,,229195.0914,729022.8937
73187,,239417.0738,729023.6288
73188,,239267.3,729024.62
73189,,239485.4296,729030.6583
73190,,210020.4638,729033.7937
73191,,239079.7765,729048.2518
73192,,210807.59,729056.38
73193,,239103.959,729060.0833
73194,,239247.91,729060.62
73195,,229189.006,729104.9147
73196,,239365.7248,729116.6649
73197,,209351.4018,729124.9451
73198,,239221.3227,729129.6816
73199,,239061.2689,729137.0197
73200,,228420.6697,729145.3293
73201,,239100.0303,729155.1441
73202,,239352.2,729167.88
73203,,210274.0399,729179.039
73205,,229184.2043,729183.3183
73206,,239462.91,729185.81
73207,,210221,729210
73208,,228388.3646,729212.1466
73209,,209480.9906,729226.4902
73211,,209742.4897,729242.7071
73212,,239269.7,729250.5
73213,,239302.7,729257.62
73214,,209718.4318,729259.1689
73216,,239288.91,729270.19
73217,,239130.3,729272.9233
73218,,210238,729296.12
73219,,229175.6974,729309.8217
73220,,239227.7,729310.88
73221,,239141.1463,729315.75
73222,,239179.91,729319.31
73223,,209404.2,729330.88
73224,,239086.1855,729331.4917
73225,,228848,729332.38
73226,,210774.2,729339
73227,,210493.0291,729341.2706
73228,,211079.156,729341.3251
73229,,239101.8,729346.38
73230,,239368.2,729346.62
73231,,210414.8,729347.69
73233,,239054.6481,729361.9062
73234,,239130.3315,729373.8878
73236,,210689.8616,729377.8562
73238,,239247.91,729381.81
73239,,210731.1598,729383.0993
73240,,239679.91,729387.88
73241,,239196.41,729391.5
73242,,229169.5504,729411.9723
73244,,252395.41,729429.31
73245,,196115.09,729441.19
73246,,196063.41,729444.88
73248,,239101.5,729450
73249,,239199.2,729457.38
73250,,241735.9632,729472.0594
73251,,239314.41,729473.81
73252,,210578.6203,729481.671
73253,,241795.1561,729496.2599
73254,,239385,729510.81
73255,,196134.1174,729512.2955
73256,,241844.7656,729531.185
73257,,210643.909,729535.9644
73258,,239356.3162,729568.3833
73259,,239518.0479,729573.5115
73260,,210528.7211,729582.9201
73261,,210442.086,729595.1011
73262,,239421.2637,729598.4787
73263,,252516.717,729611.7636
73264,,210172.1188,729616.4839
73267,,241723.3216,729628.8164
73268,,239494.7652,729632.3173
73269,,221350.4511,729637.0796
73270,,252497.2,729650.81
73272,,210595.5,729655.88
73273,,210505.4945,729657.7833
73274,,221381.7778,729661.8446
73275,,210406.4335,729666.8102
73277,,239304.7393,729673.9455
73278,,252360.7268,729674.2307
73279,,221382.7449,729674.8869
73280,,239187.5,729677.81
73281,,221576.3,729682.12
73283,,221176.3606,729693.2401
73284,,221295.0766,729705.1568
73285,,221595.3631,729705.6694
73286,,224447.59,729717.38
73288,,221259,729720.62
73289,,196077.91,729726.88
73291,,252454.1954,729729.8393
73292,,239142.6034,729731.468
73294,,221511.948,729743.0806
73296,,196149.7579,729748.9774
73297,,221186.2958,729751.642
73299,,221626,729752.69
73300,,210483.7,729769.19
73301,,252067.1482,729780.6958
73302,,196080.8794,729781.9959
73304,,252012.91,729794.19
73305,,221525.081,729798.7824
73306,,224455.5,729800.5
73307,,224045.7,729807.12
73308,,221082.75,729813.1133
73309,,252409.3882,729817.1534
73310,,224222.1817,729817.6034
73311,,224046.8,729818.31
73312,,252124.6519,729822.0671
73313,,196084.5,729838.88
73314,,196050.5,729841.81
73315,,224466.09,729845.69
73316,,195970.7493,729849.1698
73317,,221527.2,729851.88
73319,,221332.5431,729857.0118
73320,,252383.9224,729864.7084
73321,,224052.3,729871.12
73322,,252041.8727,729871.411
73323,,221200.5555,729880.354
73324,,196058.91,729903.88
73325,,221345.9645,729906.1273
73326,,195972.09,729907.5
73327,,221421.2,729908.62
73328,,221531.59,729908.81
73329,,252060.3473,729914.2383
73330,,252359.8,729915.81
73331,,224059.2,729930.88
73332,,221090.0091,729932.671
73334,,224482,729938.38
73335,,221463.7894,729950.8141
73336,,221388.2743,729955.8911
73337,,195975.7,729963.62
73338,,224164.5,729964.12
73339,,221269.7182,729967.7069
73340,,224389.3162,729969.1069
73341,,221551.3676,729976.663
73342,,224064.5,729977.81
73343,,224127.6967,729978.4509
73344,,252507.0813,729984.8843
73345,,223257.59,729989.12
73346,,221440.5831,730000.9533
73347,,221539.7186,730001.1884
73348,,224319.3662,730007.8241
73349,,221099.4708,730008.3949
73350,,242160.3,730014.88
73352,,252113.276,730017.9368
73353,,195979.5,730019.31
73354,,221324.5,730026.62
73355,,224466.3925,730027.3306
73356,,224421.2,730029.38
73357,,224379.9469,730032.0352
73358,,221458.4852,730033.9442
73360,,221566.5942,730047.2335
73361,,224081.137,730047.4032
73363,,224467.8509,730058.1528
73365,,221375.7694,730063.8399
73366,,221359.9081,730068.2752
73367,,223037.3,730069.12
73368,,224422.1432,730069.8919
73369,,221472.7795,730075.1585
73370,,195982.59,730075.88
73371,,210669,730077.4304
73372,,221114.9535,730095.4629
73374,,242525.1566,730111.0017
73375,,242485.469,730115.1027
73377,,222930.09,730130.69
73378,,224306.1337,730127.3192
73379,,224423.3,730128.19
73380,,195985.7,730130.12
73381,,224458.8,730130.31
73384,,224423.59,730144.19
73385,,222983.09,730150.12
73387,,222997.59,730154.69
73388,,252429,730160.31
73389,,242292.3,730161.88
73390,,242378.91,730164.12
73391,,223034.5,730167.88
73392,,221398.6662,730170.74
73393,,224411.2379,730173.6192
73394,,196167.09,730178.12
73395,,196114.0418,730184.474
73396,,195990,730193.19
73397,,252226.3,730195.12
73398,,242513.0574,730199.2773
73399,,224406.91,730202.38
73400,,223048.5,730202.62
73401,,242413.7368,730232.3552
73402,,221204.2084,730236.3186
73403,,222953.8,730238.19
73404,,223176.3,730254.69
73405,,221161.9866,730276.0513
73406,,242512,730281.38
73408,,222966.59,730304.38
73409,,242429.0593,730306.1587
73410,,242303.9165,730309.6757
73411,,242195.3,730323.19
73412,,242129.2311,730339.1171
73414,,210163.7256,730344.4482
73416,,252335.3,730386.19
73417,,242316.6994,730409.3729
73418,,242606.3279,730421.3841
73419,,242755.8707,730421.3841
73420,,242232.403,730421.5967
73421,,242165.1458,730446.7647
73424,,242484.7278,730488.8274
73425,,210287.1017,730516.0476
73426,,252370.0898,730518.0267
73427,,242201.4149,730523.3345
73429,,210184.5125,730536.4132
73430,,222009.2481,730565.4408
73431,,222236.9556,730570.2694
73432,,242244.7,730598.12
73433,,222320.3,730627.62
73434,,222039.2287,730642.8108
73435,,210224.835,730681.1935
73436,,221873.2842,730688.4721
73437,,222422.0873,730703.8173
73438,,223098.09,730703.88
73439,,222074.7326,730705.6702
73440,,221909.085,730741.2212
73442,,222480.5685,730769.6273
73444,,222130.9567,730787.6912
73445,,221967.0105,730809.6095
73446,,223094.8,730814.5
73447,,222850.91,730823.38
73448,,222930.7,730828.19
73449,,223263.8,730871.31
73450,,222336.09,730882.81
73451,,223512.91,730886.62
73452,,225544.9193,730896.1547
73453,,223432.5,730900.69
73454,,223618.59,730907.88
73455,,223205.5,730910
73457,,222553.41,730921.31
73459,,222453.5,730936.88
73460,,222348.3,730945.88
73461,,223586.3,730948.88
73462,,225351.3639,730959.269
73463,,223101.7,730961.38
73464,,223076.8932,730961.7214
73465,,225863.448,730962.4848
73467,,223216.09,731009.88
73468,,224077.91,731013.12
73469,,223098.8,731014.81
73470,,224435.59,731015.81
73471,,224111.5,731016.62
73474,,224484.59,731020.31
73475,,225343.8343,731020.9519
73476,,223015.41,731025.38
73477,,223061.5,731025.5
73478,,222958.2,731026.31
73479,,224046.5,731027.12
73480,,225896.3,731028
73481,,223508.3,731031.19
73482,,224229.8,731037.12
73483,,223688.8,731046.5
73484,,224020.3,731047.38
73485,,223793.9667,731058.1313
73486,,221502.9112,731058.6985
73487,,223380.7,731059.5
73488,,223944.41,731061.62
73490,,223769.9477,731065.6055
73492,,225910,731068
73493,,225883.59,731069.12
73494,,221662.495,731070.3005
73495,,224181.09,731070.81
73496,,224572.8,731080.81
73498,,222647.8866,731082.4499
73500,,222953.41,731089.38
73502,,222593.5,731090.62
73505,,223007.3,731097.38
73507,,223968.2,731098.88
73509,,223434.3,731104.12
73510,,221608.5,731106.12
73511,,223082.41,731107.19
73513,,236928.09,731112.19
73514,,223978.91,731113.19
73515,,226187.2735,731116.0359
73516,,223371.3,731119.81
73517,,223341.09,731125.88
73518,,223611.41,731126.19
73519,,223851.59,731127.12
73520,,224138.59,731130.62
73522,,224357.2,731140.5
73524,,224404.8,731145.19
73526,,223237.41,731150.19
73527,,224493.3,731153.19
73528,,224538.5,731156.88
73529,,224563,731157.19
73530,,224285.91,731157.5
73532,,225949,731157.88
73533,,226003.2435,731158.7881
73534,,225861.2,731164.31
73535,,236755,731165.31
73536,,224026.1656,731167.7736
73538,,236944.6233,731178.9761
73539,,222708.59,731181.12
73540,,224261.09,731181.38
73541,,221781.8752,731181.4257
73542,,230381.4279,731183.484
73544,,226116.9353,731184.9978
73545,,222953.59,731188.38
73546,,222926.2317,731188.7061
73547,,222865.1539,731191.1999
73548,,226105.5,731192.12
73549,,223075.8,731192.19
73551,,222836.4211,731193.2643
73552,,222326.3,731194.88
73553,,224059.91,731195.12
73554,,225486.7109,731202.0798
73555,,225995,731202.38
73559,,221727.0535,731215.9274
73560,,222419.09,731216.81
73561,,226317.91,731217.38
73562,,224098.3,731217.81
73563,,222383.59,731218.81
73564,,226218.4791,731220.187
73565,,223551.5,731225.19
73566,,226350.2118,731226.2632
73567,,221517.59,731228.88
73568,,224128.5,731230.38
73569,,225919.2709,731234.9697
73570,,229179.7,731235
73571,,237084,731235.38
73572,,224186.2,731241.88
73574,,223937.91,731242.19
73575,,225998.586,731242.4318
73576,,221675.9408,731247.4222
73577,,226423.7,731248.19
73578,,236994.09,731249.12
73579,,222934.3,731250.38
73580,,224237.5,731251
73582,,225999.5075,731254.659
73583,,223429.64,731255.0875
73584,,226140.5,731259.88
73585,,222847.7654,731260.5863
73586,,226219.41,731263.19
73587,,226564.2,731264.81
73588,,237072.0146,731267.4516
73589,,236961.5,731267.88
73590,,221437.7646,731271.0376
73591,,225273.7209,731271.2023
73592,,226000.8,731271.81
73593,,226480.7,731272.38
73594,,230194.59,731273.12
73595,,221704.4365,731276.2883
73596,,229606.59,731277.38
73597,,222705.3,731283
73599,,223117.59,731284.31
73601,,237213.3,731285.81
73603,,236915.5064,731289.6866
73604,,226074.9149,731291.4394
73605,,226506.41,731291.62
73606,,221216.214,731291.9458
73607,,230528.3403,731291.9495
73608,,222014.91,731293.81
73609,,225674.734,731294.8649
73610,,225540.582,731294.9337
73611,,237186.4715,731295.3688
73612,,236983.5,731300.5
73614,,226000.91,731304.62
73616,,225414.6054,731307.643
73617,,236881.3,731307.81
73619,,222061,731313.81
73620,,225831.1039,731319.1967
73621,,237098.3393,731327.6586
73622,,230424.9601,731329.2499
73623,,223928,731330.5
73624,,237246.8,731332
73625,,223375.3039,731333.3551
73626,,237467.1968,731333.7539
73627,,237582.0273,731339.1579
73628,,237540.75,731340.1034
73630,,226249.1427,731341.4579
73631,,226293.7,731341.88
73632,,222100.41,731342
73633,,223071.5,731342
73634,,223739.9299,731347.2193
73635,,222853.0894,731347.3965
73636,,237306.2364,731348.0945
73637,,225364.4223,731348.737
73638,,237685.5,731348.88
73640,,225902.3034,731350.3117
73641,,223893.5,731350.38
73642,,237240.3,731354.88
73644,,237009.8,731359.69
73645,,225901.2898,731360.571
73646,,221197.8,731363.88
73647,,230363.3156,731363.9893
73648,,225692.514,731364.08
73649,,222435,731370.81
73650,,222472,731372.62
73651,,229570.09,731373.5
73652,,225286.9787,731374.0453
73653,,224092.5,731375.62
73654,,226006.2,731376.31
73655,,222526.2,731377.38
73656,,222369.7,731377.62
73657,,236934.5,731378.62
73658,,226384.5819,731380.6885
73659,,222432.4218,731380.8181
73661,,221373.59,731382.31
73662,,226531.3,731386.19
73663,,225193.7128,731392.6985
73664,,226005.9244,731392.8738
73665,,230270.8885,731394.9068
73666,,237156.5972,731395.7495
73667,,222316.59,731396.12
73668,,226095.1532,731396.5134
73669,,226111.1167,731398.7732
73670,,224208.3,731401.81
73671,,224154,731404.19
73672,,237095.074,731410.0928
73673,,226158,731411.12
73674,,230178.3843,731411.6735
73675,,222285.546,731412.157
73676,,222894.1753,731414.6762
73677,,226382.3,731415.31
73678,,225240.4278,731417.3947
73679,,221567.5,731418.62
73681,,237032.7,731425.5
73683,,226002.8691,731433.6524
73685,,226382.5,731435.38
73686,,225728.3065,731441.4786
73687,,224188.5,731443.19
73688,,237121.0826,731451.8706
73689,,222087.41,731454.88
73690,,226170,731457.62
73692,,222194.2,731461.62
73693,,223963.09,731465.62
73694,,231082.5644,731466.5762
73695,,225996.5,731471.62
73696,,222109.2,731473.88
73697,,222528.59,731477.38
73698,,221261.3142,731477.7993
73699,,222224.91,731481.19
73700,,226360.0418,731483.0112
73701,,226455.7,731490
73703,,223459.8,731490.62
73704,,225202.751,731491.2665
73705,,222433.41,731496.88
73706,,221534.1447,731499.3445
73707,,214585.7,731502.38
73709,,225989.6047,731503.4791
73710,,222048.8,731503.69
73711,,224233.7,731504.12
73712,,224048.3,731506.38
73713,,221279.2,731507.31
73714,,222271.7,731508.62
73715,,222322,731509.81
73716,,222434.2,731511.38
73717,,222373.91,731511.5
73718,,225536.931,731512.5673
73719,,214753.59,731515.19
73720,,222488.2128,731519.6593
73723,,225813,731530.38
73724,,223926.59,731531.38
73727,,221098.09,731533.38
73728,,224183.8,731534.19
73729,,226311.7131,731538.8635
73730,,227121.5832,731542.5438
73731,,225381.144,731544.3174
73732,,230803.6193,731545.7259
73733,,230624.945,731547.1076
73734,,230160.5,731547.38
73735,,222036.3,731548.12
73736,,230528.8,731548.88
73737,,225894.3977,731549.3011
73738,,222081.91,731549.88
73739,,222441.41,731551.12
73740,,222116.09,731551.81
73741,,230656.4205,731551.8621
73742,,230734.0865,731552.5851
73743,,224139.59,731553
73744,,230893.4984,731554.854
73745,,221485.5169,731555.7569
73746,,222155.7,731556.12
73748,,225980.91,731557.12
