country_name,country_code,year,road_deaths_per_1m_inhabitants,road_deaths_per_1m_vehicles,road_deaths
Russia Federation,RUS,2016,140.693243,,20308
Russia Federation,RUS,2017,132.099867,,19088
Russia Federation,RUS,2018,126.06776,,18214
Russia Federation,RUS,2019,117.591854,,16981
Russia Federation,RUS,2020,112.085654,,16152
Republic of Serbia,SRB,2000,139.429451,,1048
Republic of Serbia,SRB,2001,169.655676,,1273
Republic of Serbia,SRB,2002,112.985729,,847
Republic of Serbia,SRB,2003,114.69682,,858
Republic of Serbia,SRB,2004,127.69395,,953
Republic of Serbia,SRB,2005,113.025952,,841
Republic of Serbia,SRB,2006,121.431778,,900
Republic of Serbia,SRB,2007,130.32442,,962
Republic of Serbia,SRB,2008,122.03713,,897
Republic of Serbia,SRB,2009,110.370346,,808
Republic of Serbia,SRB,2010,89.9685604,362.4774,656
Republic of Serbia,SRB,2011,100.634509,380.263092,728
Republic of Serbia,SRB,2012,95.01218,343.351776,684
Republic of Serbia,SRB,2013,90.1714262,315.261435,646
Republic of Serbia,SRB,2014,75.169243,257.080999,536
Republic of Serbia,SRB,2015,84.7029681,279.283399,601
Republic of Serbia,SRB,2016,85.8561001,270.757397,606
Republic of Serbia,SRB,2017,82.3261203,237.612984,578
Republic of Serbia,SRB,2018,77.6214719,219.189339,542
Republic of Serbia,SRB,2019,76.4552963,199.59112,531
Republic of Serbia,SRB,2020,71.2194625,,492
Slovakia,SVK,2000,120.251191,,648
Slovakia,SVK,2001,116.195474,,625
Slovakia,SVK,2002,116.423702,,626
Slovakia,SVK,2003,121.525135,,653
Slovakia,SVK,2004,113.17355,,608
Slovakia,SVK,2005,111.67347,,600
Slovakia,SVK,2006,113.157247,,608
Slovakia,SVK,2007,122.985393,,661
Slovakia,SVK,2008,112.655466,,606
Slovakia,SVK,2009,71.2905785,,384
Slovakia,SVK,2010,65.4743048,,353
Slovakia,SVK,2011,60.2032016,,325
Slovakia,SVK,2012,65.0938248,,352
Slovakia,SVK,2013,46.366484,108.60568,251
Slovakia,SVK,2014,54.4416145,123.284053,295
Slovakia,SVK,2015,57.1554893,124.136351,310
Slovakia,SVK,2016,50.6371255,105.878775,275
Slovakia,SVK,2017,50.7424578,101.65465,276
Slovakia,SVK,2018,47.7347037,91.8547451,260
Slovakia,SVK,2019,49.5036162,,270
Slovakia,SVK,2020,45.2478161,,247
Slovenia,SVN,2000,157.371444,,313
Slovenia,SVN,2001,139.554029,,278
Slovenia,SVN,2002,134.367495,,268
Slovenia,SVN,2003,121.258705,223.041475,242
Slovenia,SVN,2004,137.204984,250.228311,274
Slovenia,SVN,2005,128.969434,229.741763,258
Slovenia,SVN,2006,130.551686,221.283784,262
Slovenia,SVN,2007,145.184483,243.963364,293
Slovenia,SVN,2008,105.87162,170.517928,214
Slovenia,SVN,2009,83.8371324,130.733945,171
Slovenia,SVN,2010,67.3636362,103.622274,138
Slovenia,SVN,2011,68.6852331,105.418748,141
Slovenia,SVN,2012,63.1939485,96.1896327,130
Slovenia,SVN,2013,60.6809961,92.6680999,125
Slovenia,SVN,2014,52.3768417,79.9166499,108
Slovenia,SVN,2015,58.1527489,87.4157076,120
Slovenia,SVN,2016,62.9527148,93.1758709,130
Slovenia,SVN,2017,50.329367,73.0420687,104
Slovenia,SVN,2018,43.8788096,61.6327393,91
Slovenia,SVN,2019,48.841569,67.3121151,102
Slovenia,SVN,2020,38.0929525,51.8487649,80
Sweden,SWE,2000,66.6132483,122.057001,591
Sweden,SWE,2001,65.5353666,117.04477,583
Sweden,SWE,2002,62.7453933,110.869135,560
Sweden,SWE,2003,59.0518505,103.360688,529
Sweden,SWE,2004,53.3716957,92.3432089,480
Sweden,SWE,2005,48.728777,83.1600832,440
Sweden,SWE,2006,49.006085,82.6369545,445
Sweden,SWE,2007,51.486146,85.7611071,471
Sweden,SWE,2008,43.0602637,70.8802,397
Sweden,SWE,2009,38.5007714,63.4751773,358
Sweden,SWE,2010,28.3638757,47.0463389,266
Sweden,SWE,2011,33.7594253,56.7817729,319
Sweden,SWE,2012,29.9389435,49.5049505,285
Sweden,SWE,2013,27.0822641,44.7273353,260
Sweden,SWE,2014,27.8462187,45.5850076,270
Sweden,SWE,2015,26.4307668,43.0161103,259
Sweden,SWE,2016,27.2092802,43.902439,270
Sweden,SWE,2017,25.0554352,40.160105,252
Sweden,SWE,2018,31.8420821,51.1736939,324
Sweden,SWE,2019,21.5003823,34.7268926,221
Sweden,SWE,2020,19.7035923,31.6096714,204
Turkey,TUR,2015,95.8876389,411.4907,7530
Turkey,TUR,2016,91.4467614,377.755676,7300
Turkey,TUR,2017,91.5597257,364.41298,7427
Turkey,TUR,2018,81.0662218,318.160623,6675
Turkey,TUR,2019,65.6002131,,5473
Turkey,TUR,2020,57.6956821,,4866
Ukraine,UKR,2000,105.43654,,5185
Ukraine,UKR,2001,122.969685,,5984
Ukraine,UKR,2002,124.101524,,5982
Ukraine,UKR,2003,149.520165,,7149
Ukraine,UKR,2004,146.802135,,6966
Ukraine,UKR,2005,153.465105,,7229
Ukraine,UKR,2006,162.264571,,7592
Ukraine,UKR,2007,205.851059,,9574
Ukraine,UKR,2008,166.846134,,7718
Ukraine,UKR,2009,116.126236,,5348
Ukraine,UKR,2010,106.276897,,4875
Ukraine,UKR,2011,107.381761,,4908
Ukraine,UKR,2012,112.538361,,5131
Ukraine,UKR,2013,106.243952,,4833
Ukraine,UKR,2014,98.0514402,,4439
Ukraine,UKR,2015,88.6520975,,4003
Ukraine,UKR,2016,75.7699095,,3410
Ukraine,UKR,2017,76.5539396,,3432
United States,USA,2000,148.65552,193.269993,41945
United States,USA,2001,148.07227,190.733626,42196
United States,USA,2002,149.517501,190.553205,43005
United States,USA,2003,147.820846,185.940434,42884
United States,USA,2004,146.295167,180.021769,42836
United States,USA,2005,147.233692,177.137786,43510
United States,USA,2006,143.13296,169.870533,42708
United States,USA,2007,136.967881,160.246551,41259
United States,USA,2008,123.063935,144.28979,37423
United States,USA,2009,110.450276,130.843612,33883
United States,USA,2010,106.679937,128.244971,32999
United States,USA,2011,104.238517,122.542213,32479
United States,USA,2012,106.923824,126.336738,33561
United States,USA,2013,103.521501,121.499043,32719
United States,USA,2014,102.626894,118.902536,32675
United States,USA,2015,110.635129,126.140882,35485
United States,USA,2016,115.952569,130.057608,37461
United States,USA,2017,115.258227,129.067749,37473
United States,USA,2018,111.85963,123.082635,36560
United States,USA,2019,109.938188,120.614656,36096
United States,USA,2020,117.395642,,38680
