pk_teuna_fikt,sug_tik,THUM_GEOGRAFI,SUG_DEREH,SEMEL_YISHUV,REHOV1,REHOV2,BAYIT,ZOMET_IRONI,KVISH1,KVISH2,KM,ZOMET_LO_IRONI,YEHIDA,SHNAT_TEUNA,HODESH_TEUNA,YOM_BE_HODESH,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,RAMZOR,HUMRAT_TEUNA,SUG_TEUNA,ZURAT_DEREH,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,BAKARA,MEZEG_AVIR,PNE_KVISH,SUG_EZEM,MERHAK_EZEM,LO_HAZA,OFEN_HAZIYA,MEKOM_HAZIYA,KIVUN_HAZIYA,MAHOZ,NAFA,EZOR_TIVI,MAAMAD_MINIZIPALI,ZURAT_ISHUV,STATUS_IGUN,X,Y
2017012799,1,1,1,8300,273,225,,7860008,,,,,52,2017,1,29,77,4,5,1,9,3,2,9,9,0,0,0,0,5,6,,9,9,9,9,9,0,0,9,4,44,442,0,13,1,180219,652371
2017012815,1,1,2,6500,740,,9999,,,,,,11,2017,7,22,55,4,1,7,9,3,4,8,0,3,1,1,3,3,1,6,1,1,9,9,9,0,0,9,3,32,324,0,15,2,192584,704674
2017012820,1,1,4,0,,,,,1,0,20,,20,2017,2,2,71,4,5,5,9,3,17,8,1,0,6,1,3,3,3,,1,1,9,9,9,0,0,9,9,99,999,99,99,1,193585,652423
2017012834,1,1,2,5000,510,,9999,,,,,,20,2017,4,3,75,4,1,2,9,3,1,9,9,0,0,0,0,5,11,,9,9,9,9,7,0,0,9,5,51,511,0,13,3,178641,665742
2017012840,1,1,2,5000,1135,,79,,,,,,20,2017,4,22,9,4,5,7,9,3,1,8,3,0,1,1,3,3,3,,1,1,9,9,9,1,2,1,5,51,511,0,13,1,178582,663800
2017012845,1,1,4,0,,,,,4,0,2370,,11,2017,4,11,89,1,5,3,9,3,3,8,0,3,5,1,3,3,3,2,1,1,9,9,9,0,0,9,9,99,999,99,99,1,210161,777699
2017012848,1,1,1,7200,103,212,,7420002,,,,,52,2017,4,26,25,4,5,4,1,3,2,8,0,3,1,1,5,3,6,2,1,1,9,9,9,0,0,9,4,44,442,0,16,1,181005,647998
2017012868,1,1,1,7100,1035,496,,10800341,,,,,38,2017,9,12,55,4,1,3,0,3,2,9,0,3,4,1,3,4,1,1,1,1,9,9,9,0,0,9,6,61,614,0,14,1,161755,620861
2017012870,1,1,2,4000,847,,14,,,,,,11,2017,3,14,91,4,5,3,9,2,1,9,2,0,1,1,3,3,3,7,1,1,9,9,9,2,2,1,3,31,311,0,13,1,200044,746440
2017012877,1,1,2,1063,0,,9999,,,,,,12,2017,4,27,59,4,1,5,9,3,1,8,2,0,1,1,3,3,1,,1,1,9,9,9,3,3,2,2,24,243,0,16,2,226345,768864
2017012879,1,1,4,0,,,,,5,0,14,,20,2017,8,11,14,4,5,6,9,2,8,9,1,0,5,1,3,3,3,,1,1,6,2,9,0,0,9,9,99,999,99,99,3,189088,669519
2017012881,1,1,3,0,,,,,232,35,750,565,38,2017,6,9,70,4,1,6,1,3,2,8,0,1,5,1,3,3,1,2,1,1,9,9,9,0,0,9,9,99,999,99,99,1,168029,618051
2017012886,1,1,4,0,,,,,8277,0,40,,12,2017,6,14,65,4,1,4,9,3,4,9,3,0,4,1,4,3,1,,1,1,9,9,9,0,0,9,9,99,999,99,99,1,251599,756712
2017012900,1,1,4,0,,,,,4,0,1179,,20,2017,8,14,81,4,5,2,9,1,8,6,3,0,4,1,3,3,3,,1,1,4,9,9,0,0,9,9,99,999,99,99,1,210193,777814
2017012901,1,1,4,0,,,,,20,0,250,,20,2017,3,11,83,4,5,7,9,3,3,9,0,3,1,1,0,3,6,,1,1,9,9,9,0,0,9,9,99,999,99,99,1,184117,677364
2017012913,1,1,4,0,,,,,2,0,600,,11,2017,5,27,76,4,1,7,9,3,3,9,0,3,3,1,2,3,1,6,1,1,9,9,9,0,0,9,9,99,999,99,99,1,190338,707127
2017012917,1,1,4,0,,,,,652,0,30,,11,2017,4,5,59,4,1,4,9,3,2,9,2,0,4,1,4,3,1,,1,1,9,9,9,0,0,9,9,99,999,99,99,1,194542,719772
2017012918,1,1,4,0,,,,,89,0,467,,12,2017,9,7,64,4,1,5,9,3,2,8,2,0,4,1,3,3,1,,1,1,9,9,9,0,0,9,9,99,999,99,99,1,209694,767856
2017012919,1,1,2,3000,3950,,20,,,,,,61,2017,10,1,68,4,1,1,9,3,5,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,1,11,111,0,12,3,221422,627327
2017012922,1,1,4,0,,,,,293,0,100,,34,2017,2,13,65,4,1,2,9,3,2,8,2,0,4,1,3,4,1,,2,2,9,9,9,0,0,9,9,99,999,99,99,1,162708,591683
2017012925,1,1,2,229,139,,9999,,,,,,20,2017,9,2,84,4,5,7,9,2,11,9,0,4,1,1,0,3,6,,1,1,9,9,9,0,0,9,4,42,422,99,17,3,187678,663510
2017012926,1,1,2,3000,1337,,15,,,,,,61,2017,4,19,57,4,1,4,9,3,1,9,0,3,1,1,4,3,1,,1,1,9,9,7,0,0,9,1,11,111,0,12,1,219186,629218
2017012941,1,1,3,0,,,,,4,0,975,4210,52,2017,2,19,46,4,1,1,1,3,2,8,0,3,3,1,5,3,1,2,2,1,9,9,9,0,0,9,9,99,999,99,99,1,175653,648941
2017012964,1,1,1,5000,1551,1546,,170622,,,,,20,2017,4,26,81,4,5,4,9,3,2,8,1,0,1,1,1,3,3,7,1,1,9,9,9,0,0,9,5,51,511,0,13,1,180324,664034
2017012968,1,1,1,5000,2465,2309,,14900823,,,,,20,2017,10,11,71,2,1,4,1,3,3,8,3,0,1,1,3,3,1,2,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179716,661605
2017012974,1,1,3,0,,,,,85,854,211,1397,12,2017,9,1,34,4,1,6,0,3,2,9,0,3,4,1,4,3,1,1,1,1,9,9,9,0,0,9,9,99,999,99,99,1,228486,758817
2017012989,1,1,1,8300,245,271,,20340001,,,,,52,2017,3,6,32,4,1,2,1,3,2,8,0,3,2,1,4,3,1,2,1,1,9,9,9,0,0,9,4,44,442,0,13,1,181112,651345
2017012996,1,1,2,5000,301,,4,,,,,,20,2017,5,3,68,4,1,4,9,3,2,9,1,0,1,0,2,3,1,7,1,1,9,9,9,0,0,9,5,51,511,0,13,1,183721,669921
2017013007,1,1,1,6500,602,604,,60007,,,,,11,2017,1,5,91,4,5,5,1,3,2,8,0,2,1,1,3,3,3,2,1,1,9,9,9,0,0,9,3,32,324,0,15,1,192131,704919
2017013031,1,1,2,9600,161,,9999,,,,,,11,2017,8,25,33,4,1,6,1,3,2,8,1,0,1,1,1,3,1,2,1,1,9,9,9,0,0,9,3,31,311,0,16,3,207325,750413
2017013032,1,1,1,1200,630,621,,780210,,,,,52,2017,6,7,85,4,5,4,9,3,1,9,0,3,1,3,2,1,3,7,1,6,9,9,9,3,3,2,4,43,431,0,15,1,201421,643147
2017013062,1,1,1,6800,323,632,,8290006,,,,,11,2017,1,31,74,4,5,3,0,3,1,8,0,3,1,1,5,3,3,6,2,2,9,9,9,3,3,1,3,31,311,0,15,1,208360,745373
2017013075,1,1,4,0,,,,,866,0,340,,12,2017,7,16,29,4,1,1,9,3,2,9,0,3,2,1,3,3,1,6,1,1,9,9,9,0,0,9,9,99,999,99,99,1,241751,765899
2017013095,1,1,3,0,,,,,65,6524,209,1105,11,2017,1,26,45,4,1,5,1,3,2,8,0,2,5,0,3,3,1,3,1,1,3,2,9,0,0,9,9,99,999,99,99,1,208326,712108
2017013118,1,1,4,0,,,,,805,0,150,,12,2017,5,26,2,4,5,6,9,3,8,9,2,0,4,1,3,3,5,,1,1,6,2,9,0,0,9,9,99,999,99,99,1,217365,755401
2017013135,1,1,1,8600,205,903,,67560112,,,,,20,2017,5,16,65,4,1,3,1,3,1,9,3,0,1,1,2,3,1,2,1,1,9,9,9,3,4,2,5,51,512,0,14,1,183417,666451
2017013143,1,1,2,3000,429,,52,,,,,,61,2017,6,27,41,4,1,3,9,2,4,8,2,0,1,0,4,3,1,7,1,1,9,9,9,0,0,9,1,11,111,0,12,1,220626,631538
2017013150,1,2,1,3780,154,109,,10001,,,,,43,2017,4,2,40,4,1,1,9,3,8,9,3,0,1,1,0,3,1,,1,1,6,1,9,0,0,9,7,77,777,0,15,1,211244,622666
2017013151,1,1,4,0,,,,,87,0,170,,12,2017,8,17,77,4,1,5,9,2,4,8,3,0,4,1,3,3,1,,1,1,9,9,9,0,0,9,9,99,999,99,99,1,251417,753550
2017013156,1,1,4,0,,,,,89,0,30,,11,2017,7,13,69,4,1,5,9,3,5,9,3,0,4,1,2,3,1,7,1,1,9,9,9,0,0,9,9,99,999,99,99,1,209651,767861
2017013163,1,1,1,7000,556,,,,,,,,52,2017,5,30,43,2,1,3,9,3,1,8,1,0,1,1,2,2,1,7,1,1,9,9,9,3,1,1,4,43,432,0,15,3,188377,650188
2017013174,1,1,4,0,,,,,675,0,4,,14,2017,6,28,71,4,1,4,9,3,18,8,3,0,4,1,4,4,1,,1,1,9,9,9,0,0,9,9,99,999,99,99,1,222799,721879
2017013184,1,1,1,8500,444,475,,10030113,,,,,52,2017,7,21,73,4,1,6,9,3,2,9,9,0,0,0,0,5,11,7,9,9,9,9,9,0,0,9,4,43,432,0,15,1,186445,647756
2017013190,1,1,2,4000,367,,9999,,,,,,11,2017,1,12,56,4,1,5,9,3,5,9,2,0,1,1,3,3,1,,1,1,9,9,9,0,0,9,3,31,311,0,13,3,204872,746137
2017013213,1,1,2,8600,1726,,4,,,,,,20,2017,3,20,19,4,5,2,9,3,10,8,2,0,1,1,4,3,3,,1,1,9,9,9,0,0,9,5,51,512,0,14,1,183887,662820
2017013219,1,1,2,7900,424,,9999,,,,,,51,2017,5,2,17,1,5,3,9,2,1,8,0,2,2,1,4,3,3,,1,1,9,9,9,1,2,2,4,42,422,0,13,3,190957,665438
2017013221,1,1,2,9000,1288,,9999,,,,,,34,2017,1,16,55,4,1,2,9,3,8,5,0,3,1,1,2,3,1,7,1,1,2,4,9,0,0,9,6,62,623,0,13,3,181953,575558
2017013237,1,1,4,0,,,,,241,0,150,,34,2017,9,18,25,4,5,2,9,2,5,9,2,0,2,1,3,3,6,,1,1,9,9,9,0,0,9,9,99,999,99,99,1,146614,580444
2017013238,1,1,2,6800,220,,9999,,,,,,11,2017,4,26,37,4,1,4,9,3,1,8,0,3,1,1,2,3,1,6,1,1,9,9,9,3,3,2,3,31,311,0,15,3,210053,745539
2017013241,1,1,2,5000,738,,9999,,,,,,20,2017,8,6,73,4,1,1,9,3,1,9,2,0,1,1,0,3,1,2,1,1,9,9,7,0,0,9,5,51,511,0,13,3,178911,664541
2017013252,1,1,3,0,,,,,444,0,356,3544,51,2017,9,3,46,4,1,1,1,3,2,8,0,2,5,1,4,3,1,2,1,1,9,9,9,0,0,9,9,99,999,99,99,1,198365,680826
2017013261,1,1,1,5000,1204,461,,11050521,,,,,20,2017,6,20,87,4,5,3,1,3,2,8,0,1,1,1,2,3,3,2,1,1,9,9,9,0,0,9,5,51,511,0,13,1,178000,664339
2017013282,1,1,2,5000,950,,16,,,,,,20,2017,6,3,78,4,1,7,9,3,3,8,3,0,1,1,2,3,1,,1,1,9,9,9,0,0,9,5,51,511,0,13,2,180245,664940
2017013290,1,2,4,0,,,,,60,0,1076,,43,2017,2,4,45,4,1,7,9,3,5,8,2,0,2,1,3,3,1,,1,1,9,9,9,0,0,9,9,99,999,99,99,1,227149,731056
2017013294,1,1,1,8600,1313,903,,8720215,,,,,20,2017,1,19,53,4,1,5,1,3,2,8,1,0,1,1,3,3,1,2,1,1,9,9,9,0,0,9,5,51,512,0,14,1,182978,664299
2017013301,1,1,2,5000,738,,32,,,,,,20,2017,3,10,81,4,5,6,9,2,2,9,3,0,1,1,3,3,3,,1,1,9,9,9,0,0,9,5,51,511,0,13,1,178843,664450
2017013318,1,1,1,3000,1051,1021,,15790232,,,,,61,2017,1,19,56,4,1,5,1,3,2,8,0,3,1,1,3,3,1,2,1,1,9,9,9,0,0,9,1,11,111,0,12,1,217591,631560
2017013321,1,1,4,0,,,,,386,0,160,,61,2017,1,29,89,4,5,1,9,3,5,9,2,0,4,1,3,3,3,,1,1,9,9,9,0,0,9,9,99,999,99,99,1,208920,625597
2017013339,1,1,3,0,,,,,483,4872,30,3896,11,2017,1,19,63,4,1,5,1,3,2,8,0,3,5,1,5,3,1,2,1,1,9,9,9,0,0,9,9,99,999,99,99,1,193510,667626
2017013348,1,1,4,0,,,,,804,0,40,,12,2017,1,5,31,4,1,5,9,3,11,9,3,0,4,1,3,3,1,,1,1,6,2,9,0,0,9,9,99,999,99,99,1,234804,759744
2017013349,1,1,1,7400,1235,1234,,10590436,,,,,51,2017,1,7,88,4,5,7,9,3,1,8,3,0,1,1,4,3,3,1,1,1,9,9,9,3,3,2,4,41,411,0,13,1,188281,689655
2017013355,1,1,4,0,,,,,7912,0,30,,14,2017,3,24,49,4,1,6,9,3,9,9,3,0,4,1,3,3,1,,1,1,9,9,9,0,0,9,9,99,999,99,99,1,216694,743308
2017013383,1,1,3,0,,,,,5,20,12,4059,20,2017,6,23,88,4,5,6,9,2,11,8,0,2,5,1,3,5,6,1,1,9,9,9,9,0,0,9,9,99,999,99,99,1,182253,671853
2017013405,1,1,1,6600,702,304,,8270053,,,,,20,2017,3,15,37,4,1,4,1,2,11,8,0,2,1,1,2,3,1,2,1,1,9,9,9,0,0,9,5,51,513,0,14,1,178476,658406
2017013423,1,1,1,6600,1024,970,,11100285,,,,,20,2017,9,18,75,4,5,2,1,3,2,8,1,0,1,1,2,3,3,2,1,1,9,9,9,0,0,9,5,51,513,0,14,1,178847,657650
2017013436,1,1,2,5000,1994,,136,,,,,,20,2017,9,4,89,4,5,2,9,3,1,9,3,0,1,1,3,3,3,,1,1,9,9,9,3,2,2,5,51,511,0,13,1,176699,661089
2017013441,1,1,1,3000,1451,1307,,25040412,,,,,61,2017,5,9,63,4,1,3,1,3,2,8,0,3,3,1,3,3,1,2,1,1,9,9,9,0,0,9,1,11,111,0,12,1,218207,629224
2017013443,1,1,1,8600,719,713,,150123,,,,,20,2017,3,2,73,4,5,5,9,3,5,9,3,0,1,1,2,3,3,7,1,1,9,9,9,0,0,9,5,51,512,0,14,1,182956,665301
2017013473,1,2,2,3760,112,,57,,,,,,41,2017,2,10,54,4,1,6,9,3,5,9,3,0,1,1,2,4,1,,1,1,9,9,9,0,0,9,7,77,777,99,18,1,199165,671300
2017013481,1,1,1,5000,2169,2465,,80150791,,,,,20,2017,8,22,45,4,1,3,0,3,11,9,0,1,1,1,0,3,1,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179140,660568
2017013489,1,1,2,5000,2446,,19,,,,,,20,2017,4,7,73,4,1,6,9,3,11,8,1,0,1,1,1,4,11,,1,9,9,9,9,0,0,9,5,51,511,0,13,1,179346,661442
2017013492,1,1,1,6500,422,419,,7860004,,,,,11,2017,2,15,47,4,1,4,0,3,1,8,0,3,1,1,3,3,1,6,1,1,9,9,9,3,3,1,3,32,324,0,15,1,191807,704994
2017013501,1,1,1,4000,199,242,,12360112,,,,,11,2017,6,4,91,4,5,1,9,3,2,9,0,2,3,1,5,3,3,7,1,1,9,9,9,0,0,9,3,31,311,0,13,1,205779,747648
2017013510,1,1,2,4000,526,,2,,,,,,11,2017,8,14,58,4,1,2,9,2,1,9,9,0,0,0,0,5,11,,9,9,9,9,9,3,3,1,3,31,311,0,13,3,198243,748621
2017013515,1,1,2,4000,399,,9999,,,,,,11,2017,1,7,21,4,5,7,9,3,11,8,0,3,1,1,2,3,3,,1,1,9,9,9,0,0,9,3,31,311,0,13,3,199290,747022
2017013517,1,1,3,0,,,,,4,0,1150,315,20,2017,3,24,83,4,5,6,1,3,2,8,3,0,1,1,4,3,3,2,1,1,9,9,9,0,0,9,9,99,999,99,99,1,184537,662521
2017013527,1,1,2,7600,246,,447,,,,,,11,2017,7,24,70,4,1,2,9,3,1,9,3,0,1,1,3,3,1,7,1,1,9,9,9,3,3,2,2,24,246,0,16,3,209394,758588
2017013533,1,1,2,8600,205,,32,,,,,,20,2017,2,19,34,4,1,1,9,3,15,11,1,0,1,1,3,3,1,,1,1,9,9,9,0,0,9,5,51,512,0,14,1,181997,665693
2017013540,1,1,2,7000,561,,6,,,,,,52,2017,9,9,77,4,5,7,9,1,2,8,1,0,1,1,2,3,3,,1,1,9,9,9,0,0,9,4,43,432,0,15,1,189082,650758
2017013547,1,1,1,5000,1994,1983,,15950733,,,,,20,2017,10,11,7,2,5,4,9,1,2,9,2,0,1,1,3,3,3,5,1,1,9,9,9,0,0,9,5,51,511,0,13,1,176738,661147
2017013552,1,1,2,2710,0,,9999,,,,,,11,2017,6,2,3,4,5,6,9,3,3,8,0,3,1,1,2,3,6,,1,1,9,9,9,0,0,9,3,32,323,0,25,2,214510,713989
2017013557,1,1,2,1326,9000,,9999,,,,,,11,2017,8,5,94,4,5,7,9,3,8,8,3,0,1,1,3,3,3,,1,2,8,9,9,0,0,9,3,32,323,99,28,2,210077,715145
2017013561,1,1,4,0,,,,,8721,0,58,,11,2017,6,7,52,4,1,4,9,2,2,5,2,0,1,1,2,2,1,,1,1,9,9,9,0,0,9,9,99,999,99,99,3,221269,764384
2017013566,1,1,2,182,132,,1,,,,,,51,2017,7,10,57,4,1,2,9,3,2,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,4,41,411,99,17,3,188872,686287
2017013587,1,1,4,0,,,,,6,0,1019,,52,2017,1,27,57,4,1,6,9,2,10,9,0,2,7,1,3,3,1,,2,2,6,2,9,0,0,9,9,99,999,99,99,1,184469,635116
2017013594,1,1,1,6200,220,210,,7550021,,,,,20,2017,1,8,77,4,5,1,1,3,2,9,3,0,1,1,0,3,3,2,2,2,9,9,9,0,0,9,5,51,513,0,14,1,175874,659365
2017013601,1,1,3,0,,,,,3,40,2438,125,52,2017,7,21,3,4,5,6,1,3,2,8,3,0,5,1,4,3,3,2,1,1,9,9,9,0,0,9,9,99,999,99,99,1,177311,626996
2017013602,1,1,2,166,124,,3,,,,,,38,2017,2,1,37,4,1,4,9,3,1,9,3,0,1,1,3,3,1,,1,1,9,9,7,0,0,9,4,44,441,99,16,3,172824,633156
2017013612,1,1,3,0,,,,,4,0,2200,3756,11,2017,5,22,89,4,5,2,1,3,2,8,1,0,3,1,2,3,3,2,1,1,9,9,9,0,0,9,9,99,999,99,99,1,207933,748463
2017013615,1,1,2,5000,2263,,12,,,,,,20,2017,7,19,69,4,1,4,9,3,2,8,1,0,1,1,3,3,1,,1,1,9,9,9,0,0,9,5,51,511,0,13,1,178637,662334
2017013619,1,1,1,166,360,261,,430125,,,,,38,2017,2,22,77,4,5,4,0,3,15,9,0,3,1,1,3,4,3,1,1,1,9,9,9,0,0,9,4,44,441,99,16,1,171008,632040
2017013627,1,1,2,8400,403,,9999,,,,,,52,2017,5,9,52,4,1,3,9,2,1,8,0,5,1,1,3,4,1,,1,1,9,9,9,4,2,9,4,44,441,0,14,3,182318,644590
2017013647,1,1,2,6700,511,,9,,,,,,14,2017,7,26,9,4,5,4,9,2,7,8,3,0,1,1,3,3,3,,1,1,9,9,9,0,0,9,2,22,221,0,16,3,249709,743515
2017013651,1,1,4,0,,,,,90,0,4712,,12,2017,6,28,67,4,1,4,9,3,3,8,3,0,4,0,3,3,1,,1,1,9,9,9,0,0,9,9,99,999,99,99,1,253401,798204
2017013654,1,1,4,0,,,,,754,0,544,,14,2017,1,10,91,4,5,3,9,3,5,8,2,0,4,1,3,3,3,,1,1,9,9,9,0,0,9,9,99,999,99,99,1,232714,740742
2017013660,1,1,2,240,0,,9999,,,,,,14,2017,6,26,72,4,1,2,9,3,1,9,9,0,0,0,0,5,11,,9,9,9,9,9,3,3,9,2,23,235,0,16,2,209237,728117
2017013661,1,1,2,6600,514,,40,,,,,,20,2017,1,18,29,4,1,4,9,3,3,8,1,0,1,1,3,3,1,2,1,1,9,9,9,0,0,9,5,51,513,0,14,1,178526,659756
2017013674,1,1,2,8000,0,,9999,,,,,,12,2017,9,12,79,4,5,3,9,3,3,9,1,0,1,1,1,3,3,,1,1,9,9,9,0,0,9,2,21,212,0,16,2,247597,763356
2017013681,1,1,2,3000,733,,1,,,,,,61,2017,10,25,85,4,5,4,9,2,11,9,1,0,2,1,2,3,3,,1,1,9,9,9,0,0,9,1,11,111,0,12,3,219848,632077
2017013688,1,1,1,5000,1910,1620,,25140735,,,,,20,2017,9,27,45,4,1,4,1,2,1,8,3,0,1,1,3,3,1,2,1,1,9,9,9,2,4,1,5,51,511,0,13,1,176506,659670
2017013701,1,1,3,0,,,,,4,85,2303,4050,11,2017,5,21,57,4,1,1,1,3,4,8,0,2,5,1,5,3,1,2,1,1,9,9,9,0,0,9,9,99,999,99,99,1,209401,758228
2017013711,1,1,1,5000,2686,2535,,12690913,,,,,20,2017,3,15,61,4,1,4,1,3,11,8,0,3,1,1,2,3,1,2,2,2,9,9,9,0,0,9,5,51,511,0,13,1,181180,663516
2017013719,1,1,4,0,,,,,40,0,2040,,34,2017,3,12,69,1,1,1,9,3,8,9,1,0,4,1,2,3,1,6,1,1,8,2,9,0,0,9,9,99,999,99,99,1,179907,590668
2017013724,1,1,2,542,9000,,9999,,,,,,14,2017,9,14,41,4,1,5,9,3,1,8,3,0,1,1,4,3,1,,1,1,9,9,9,1,2,2,2,23,237,99,27,2,229528,736268
2017013728,1,1,1,6900,523,205,,8800002,,,,,51,2017,7,10,45,4,1,2,1,3,2,8,0,3,1,1,4,3,1,2,1,1,9,9,9,0,0,9,4,42,421,0,15,1,193019,675344
2017013732,1,1,4,0,,,,,4,0,2420,,11,2017,1,24,47,4,1,3,9,3,2,8,3,0,4,1,2,3,1,,1,1,9,9,9,0,0,9,9,99,999,99,99,1,210159,777695
2017013737,1,1,1,3000,4452,4773,,24530725,,,,,61,2017,1,14,58,4,1,7,1,3,2,8,0,3,3,1,4,3,1,2,1,1,9,9,9,0,0,9,1,11,111,0,12,1,219462,635130
2017013742,1,1,2,6100,503,,9999,,,,,,20,2017,8,3,67,4,1,5,9,3,15,6,1,0,1,1,0,3,1,7,1,1,9,9,9,0,0,9,5,51,512,0,14,3,184485,666624
2017013750,1,1,2,638,,,9999,,,,,,51,2017,1,2,53,4,1,2,9,3,2,8,3,0,1,3,2,3,1,6,1,2,9,9,9,0,0,9,4,41,412,0,26,2,198047,688325
2017013758,1,1,3,0,,,,,60,0,2144,1067,14,2017,4,9,30,4,1,1,1,3,2,8,0,3,5,1,3,3,1,2,1,1,9,9,9,0,0,9,9,99,999,99,99,1,227638,728266
2017013770,1,1,4,0,,,,,70,0,603,,12,2017,1,21,14,4,5,7,9,2,1,9,1,0,5,1,3,3,3,,1,2,9,9,6,8,0,9,9,99,999,99,99,1,214541,775008
2017013777,1,1,4,0,,,,,5,0,130,,51,2017,6,5,63,4,1,2,9,2,3,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,9,99,999,99,99,1,193704,669242
2017013807,1,1,2,6500,679,,9999,,,,,,11,2017,8,27,45,4,1,1,9,3,4,8,2,0,1,1,3,3,1,,1,1,9,9,9,0,0,9,3,32,324,0,15,3,190793,706545
2017013837,1,1,2,9700,377,,9,,,,,,51,2017,1,17,36,4,1,3,9,3,15,8,3,0,1,1,2,4,1,,1,1,9,9,9,0,0,9,4,42,421,0,15,3,190623,673794
2017013859,1,1,4,0,,,,,89,0,35,,11,2017,1,20,55,4,1,6,9,3,3,8,3,0,4,1,3,3,1,,1,1,9,9,9,0,0,9,9,99,999,99,99,1,209651,767861
2017013861,1,1,3,0,,,,,4,0,2373,453,11,2017,4,27,45,4,1,5,1,3,2,8,0,3,5,1,3,3,1,2,1,1,9,9,9,0,0,9,9,99,999,99,99,1,209143,764969
2017013867,1,1,1,8700,550,,,,,,,,51,2017,6,3,69,4,1,7,1,3,2,8,0,3,1,1,5,3,1,2,1,1,9,9,9,0,0,9,4,42,421,0,15,3,189730,675760
2017013871,1,1,1,70,580,701,,8610011,,,,,38,2017,10,13,33,4,1,6,9,3,3,9,9,0,0,0,0,5,11,7,9,9,9,9,9,0,0,9,6,61,613,0,13,1,166991,632566
2017013872,1,1,2,6100,233,,7,,,,,,20,2017,4,11,61,1,1,3,9,3,1,8,3,0,1,1,3,3,1,7,1,1,9,9,9,1,2,2,5,51,512,0,14,1,185303,667016
2017013876,1,1,1,70,217,165,,7930011,,,,,38,2017,8,14,89,4,5,2,1,3,2,9,0,3,1,1,3,3,3,2,1,1,9,9,9,0,0,9,6,61,613,0,13,1,167049,633557
2017013885,1,1,2,5000,3006,,38,,,,,,20,2017,6,15,34,4,1,5,9,3,1,8,3,0,1,1,3,3,1,,1,1,9,9,7,0,0,9,5,51,511,0,13,1,177346,660371
2017013889,1,1,2,9000,983,,240,,,,,,34,2017,5,9,58,4,1,3,9,2,1,8,1,0,1,1,2,3,1,,1,1,9,9,9,1,2,1,6,62,623,0,13,3,180576,572093
2017013892,1,1,3,0,,,,,4,0,2376,3435,11,2017,7,16,63,4,1,1,1,3,2,8,3,0,2,1,2,3,1,2,1,1,9,9,9,0,0,9,9,99,999,99,99,1,209198,765290
2017013900,1,1,2,542,0,,9999,,,,,,14,2017,4,16,87,2,5,1,9,3,3,8,0,2,1,1,3,3,3,,1,1,9,9,9,0,0,9,2,23,237,99,27,2,229528,736268
2017013902,1,1,4,0,,,,,7955,0,3,,12,2017,6,13,78,4,1,3,9,2,10,8,3,0,4,0,3,3,1,,1,1,9,9,9,0,0,9,9,99,999,99,99,1,224823,749770
2017013903,1,1,1,5000,1249,1266,,11620544,,,,,20,2017,6,4,48,4,1,1,9,3,11,8,3,0,1,1,2,3,1,7,1,1,9,9,9,0,0,9,5,51,511,0,13,1,178884,663714
2017013906,1,1,4,0,,,,,1,0,480,,61,2017,7,19,40,4,1,4,9,3,8,9,9,0,0,0,0,5,11,,9,9,6,2,9,0,0,9,9,99,999,99,99,1,193628,652408
2017013909,1,1,1,8400,403,724,,8410010,,,,,52,2017,6,13,31,4,1,3,9,3,1,9,3,0,1,1,3,3,1,7,1,1,9,9,9,1,3,9,4,44,441,0,14,1,182554,643801
2017013928,1,1,1,9000,811,701,,7910041,,,,,34,2017,2,25,75,4,5,7,1,3,2,9,0,3,2,1,5,3,3,2,1,1,9,9,9,0,0,9,6,62,623,0,13,1,180747,573331
2017013941,1,1,2,2640,9000,,9999,,,,,,51,2017,9,28,48,4,1,5,9,3,2,9,9,0,0,0,0,5,11,,9,9,9,9,9,0,0,9,4,42,422,0,16,2,196116,666936
2017013945,1,2,4,0,,,,,60,0,666,,43,2017,6,2,70,4,1,6,9,1,5,9,3,0,4,1,3,3,1,,1,1,9,9,9,0,0,9,9,99,999,99,99,1,227120,731082
2017013950,1,1,2,2800,410,,9999,,,,,,12,2017,7,26,54,4,1,4,9,3,2,9,0,2,3,1,5,3,1,7,1,1,9,9,9,0,0,9,2,21,211,0,16,3,253570,790737
2017013961,1,1,2,3000,4306,,15,,,,,,61,2017,1,26,83,4,5,5,9,2,1,8,3,0,1,1,2,3,3,,1,1,9,9,9,3,3,2,1,11,111,0,12,1,221550,634244
2017013966,1,1,2,5000,2802,,1,,,,,,20,2017,2,14,79,4,5,3,9,2,1,9,3,0,1,1,0,4,3,,2,2,9,9,9,0,0,9,5,51,511,0,13,1,180258,662010
2017013969,1,1,2,4000,602,,9999,,,,,,11,2017,7,18,69,4,1,3,9,3,10,9,0,3,3,1,5,3,1,,1,1,9,9,9,0,0,9,3,31,311,0,13,3,200961,741737
