,id,fcode_type,yishuv_symbol,yishuv_name,school_name,school_latin_name,usg,usg_code,e_ord,n_ord,longitude,latitude,geom,data_year,prdct_ver,x,y
22,54448498,252,2710,אום אל-פחם,בית ספר - אלח'יאם,,13,5310,214087.073,713667.0455,35.14736594,32.517208,0101000020e6100000126c1ae3dc924140639d2adf33424040,-1,,214087.073,713667.0455
23,54453148,252,2710,אום אל-פחם,בית ספר - עראק אלג'ראב,,13,5310,213719.5073,714615.2241,35.14344821,32.52575623,0101000020e6100000544fcd825c92414056c2eafa4b434040,2014,,213719.5073,714615.2241
24,54450888,252,2710,אום אל-פחם,גן ילדים - אשכול גנים אלח'יאם,,13,5305,214097.6949,713729.0638,35.14747863,32.51776729,0101000020e6100000bd5a6a94e092414089bed43246424040,-1,,214097.6949,713729.0638
25,54449893,252,2710,אום אל-פחם,בית ספר - אל ואטן,,13,5310,214496.2439,715038.0796,35.15171345,32.52957302,0101000020e6100000820ea9586b9341403adf780cc9434040,-1,,214496.2439,715038.0796
26,54448331,252,2710,אום אל-פחם,בית ספר אל ראזי למדעים ואומנויות,,13,5320,213534.5526,713998.5648,35.14148346,32.52019462,0101000020e6100000fecf48211c924140423ac0bc95424040,2014,,213534.5526,713998.5648
27,54449384,252,2710,אום אל-פחם,בית ספר - עתיד,,13,5330,214644.6767,715373.1743,35.1532917,32.53259534,0101000020e6100000c71ffb0f9f934140a8a687152c444040,2014,,214644.6767,715373.1743
28,54451025,252,2710,אום אל-פחם,גן ילדים,,13,5305,215204.7401,713661.1998,35.15926112,32.51716013,0101000020e610000050f61aab6294414093929a4d32424040,-1,,215204.7401,713661.1998
29,54447416,252,2710,אום אל-פחם,בית ספר - ואדי אלנסור,,13,5320,214836.0449,712839.1146,35.15534119,32.50974561,0101000020e6100000c8625938e2934140631d1a583f414040,2014,,214836.0449,712839.1146
30,61240974,252,1358,אום בטין,גני ילדים,,13,5305,188686.7965,576398.8719,34.88139029,31.27889489,0101000020e6100000ee47a365d17041404f92cfa765473f40,-1,,188686.7965,576398.8719
31,61240938,252,1358,אום בטין,בית ספר אום בטין,,13,5310,189083.4477,576182.6245,34.88556215,31.27695496,0101000020e6100000a869bc195a7141403daa2f85e6463f40,-1,,189083.4477,576182.6245
